-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,1,2,3,4,5,6,7,8,9,10,Encapsulin MGYP,Pfam -10,Pfam -9,Pfam -8,Pfam -7,Pfam -6,Pfam -5,Pfam -4,Pfam -3,Pfam -2,Pfam -1,Pfam 1,Pfam 2,Pfam 3,Pfam 4,Pfam 5,Pfam 6,Pfam 7,Pfam 8,Pfam 9,Pfam 10
MGYP000536674023,MGYP001636878439,MGYP000448361632,MGYP000642835495,MGYP000038400605,MGYP000020641125,MGYP000189064748,MGYP000038400624,MGYP000681279556,MGYP000215325119,MGYP000053079277,MGYP000548534709,MGYP000743157814,MGYP000409873081,MGYP000153716654,MGYP003083248788,MGYP000106157889,MGYP000610944136,MGYP000058981617,MGYP000545863510,MGYP000507254597,"['CL0029', 'PF13474', 'PF04397', 'PF13577']",['CL0167'],"['CL0315', 'PF02517', 'PF02517']",['PF14249'],['PF00582'],"['PF00486', 'PF00072']","['PF02518', 'PF00512', 'PF00672']",['PF09335'],"['PF03851', 'PF08349']",['PF03232'],['PF02661'],['PF03109'],['PF00890'],['PF00196'],['PF00892'],[],"['PF13187', 'PF12838', 'CL0344']","['PF13187', 'PF12801', 'PF12801']",['PF12838'],['PF04976']
MGYP000547667986,MGYP000090614398,MGYP000379591498,MGYP000465102549,MGYP000739341358,MGYP000715757764,MGYP000709860015,MGYP000214460662,MGYP001500521330,MGYP000420868563,,,,,,,,,,,MGYP000509335323,[],['PF09116'],"['PF00158', 'PF08406']",['PF02463'],['PF12850'],[],"['PF16203', 'PF18766']",[],[],['CL0219'],[],[],[],[],[],[],[],[],[],[]
MGYP000342646665,MGYP000672907568,MGYP000348544075,MGYP000017721173,MGYP003194737875,MGYP000053665365,MGYP003194737937,MGYP000407681071,MGYP003194738059,MGYP003194738106,MGYP000720085179,MGYP000752528657,MGYP003194738296,MGYP003197638815,MGYP003194738307,MGYP003194738313,MGYP003194738377,MGYP000652266992,MGYP000628677205,MGYP003194738426,MGYP000510892357,['CL0055'],[],[],[],[],[],[],['PF00535'],[],"['PF08666', 'CL0021']",['PF12385'],[],[],[],[],[],['CL0291'],[],[],[]
MGYP003194738426,MGYP000628677205,MGYP000652266992,MGYP003194738377,MGYP003194738313,MGYP003194738307,MGYP003236314816,MGYP003194738296,MGYP000752528657,MGYP000720085179,MGYP003194738106,MGYP003194738059,MGYP000407681071,MGYP003194737937,MGYP000053665365,MGYP003194737875,MGYP000017721173,MGYP000348544075,MGYP000672907568,MGYP000342646665,MGYP000510892357,[],[],[],['CL0291'],[],[],[],[],[],['PF12385'],"['PF08666', 'CL0021']",[],['PF00535'],[],[],[],[],[],[],['CL0055']
,,,,,,,MGYP003965253995,MGYP000539570138,MGYP000392133881,MGYP000737141590,MGYP000179824142,MGYP003965254129,MGYP000368551788,MGYP000277143026,MGYP000388452219,MGYP000489441011,MGYP000613298168,MGYP000601505726,MGYP000365599316,MGYP000518926698,[],[],[],[],[],[],[],['CL0081'],['CL0280'],[],[],[],"['PF00078', 'PF08388']","['PF05016', 'PF05534']",['PF07927'],[],"['PF13784', 'PF02661']",[],[],['PF16576']
MGYP000440911170,MGYP000202057200,MGYP000028085967,MGYP000644381115,MGYP000207950222,MGYP000435013371,MGYP000090111529,MGYP000184368871,MGYP000190265460,MGYP000458602979,MGYP000311183818,MGYP000452706657,MGYP000157833578,MGYP000511681073,MGYP000570673810,MGYP000544113475,MGYP000600167721,MGYP000570658975,MGYP000650278608,MGYP000057574899,MGYP000520525852,['PF12697'],['PF01636'],['PF11271'],"['PF01169', 'PF01169']",['PF00756'],"['PF00725', 'PF02737']",['PF07859'],['PF00890'],[],['PF04261'],"['PF00664', 'PF00005']","['PF00005', 'PF00664']","['PF02770', 'PF02771', 'PF00441']",['PF06271'],"['PF03631', 'PF01944']",['PF01882'],"['PF17863', 'PF20030']",['PF13559'],['PF12680'],['PF13561']
MGYP000551275009,MGYP003727347063,MGYP000135500170,MGYP000734096919,MGYP000453963065,MGYP000406779840,MGYP000474610161,MGYP000633846400,MGYP000483451146,MGYP000739997476,MGYP000008700763,MGYP000754746319,MGYP000229861378,MGYP000049986117,MGYP000076530901,MGYP000524731966,MGYP000731148275,MGYP000226916140,MGYP000052934805,MGYP000498196947,MGYP000527682614,['PF00078'],[],"['PF05635', 'CL0291']",['PF05345'],[],[],[],['CL0143'],['CL0357'],"['CL0268', 'PF13332', 'CL0268']",[],[],[],['PF07087'],[],[],[],['CL0273'],[],"['PF13671', 'CL0023']"
MGYP000029501208,MGYP000365838618,MGYP000418735769,MGYP000527835861,MGYP000843433342,MGYP000286072896,MGYP000380405701,MGYP000501306917,MGYP000271309738,MGYP000714476294,MGYP000731323492,MGYP003182667623,MGYP003185687492,MGYP000583864486,MGYP000418725656,MGYP000112061611,MGYP000465908002,MGYP000749001057,MGYP000631463980,MGYP000279539408,MGYP000527898060,"['CL0167', 'PF16697']",[],"['PF16355', 'PF00703', 'PF02837', 'PF02836', 'PF18565']",['PF00365'],['PF00884'],['PF00884'],['CL0113'],[],[],[],[],[],[],"['PF05681', 'PF05683']",['PF01209'],['PF01259'],[],['PF13604'],"['PF14815', 'PF00730']",['PF06082']
MGYP000279539408,MGYP000631463980,MGYP000749001057,MGYP000465908002,MGYP000112061611,MGYP000418725656,MGYP001522983091,MGYP000583864486,MGYP003182667623,MGYP000731323492,MGYP000714476294,MGYP000271309738,MGYP000501306917,MGYP000380405701,MGYP000286072896,MGYP000843433342,MGYP000527835861,MGYP000418735769,MGYP000365838618,MGYP000029501208,MGYP000527898060,['PF06082'],"['PF14815', 'PF00730']",['PF13604'],[],['PF01259'],['PF01209'],[],"['PF05681', 'PF05683']",[],[],[],[],[],['CL0113'],['PF00884'],['PF00884'],['PF00365'],"['PF16355', 'PF00703', 'PF02837', 'PF02836', 'PF18565']",[],"['CL0167', 'PF16697']"
MGYP000124532485,MGYP000404660377,MGYP000555053026,MGYP000631603488,MGYP000593273358,MGYP003195102408,MGYP000592891458,MGYP000652366923,MGYP000734497957,MGYP000368638956,MGYP000707969378,MGYP000457075633,MGYP000716572450,MGYP000554404788,MGYP000681266739,MGYP003177924224,MGYP000322104643,MGYP000289669737,MGYP000224279884,MGYP000725401940,MGYP000528512092,['PF04002'],['PF00156'],[],[],['CL0020'],[],['CL0479'],[],['CL0110'],[],"['CL0127', 'PF01343', 'CL0399']",[],[],[],[],[],[],[],[],[]
MGYP000725401940,MGYP000224279884,MGYP000289669737,MGYP000322104643,MGYP003177924224,MGYP000681266739,MGYP000554404788,MGYP000716572450,MGYP000457075633,MGYP000707969378,MGYP000368638956,MGYP000734497957,MGYP000652366923,MGYP000592891458,MGYP003195102408,MGYP000593273358,MGYP000631603488,MGYP000555053026,MGYP000404660377,MGYP000124532485,MGYP000528512092,[],[],[],[],[],[],[],[],[],"['CL0127', 'PF01343', 'CL0399']",[],['CL0110'],[],['CL0479'],[],['CL0020'],[],[],['PF00156'],['PF04002']
MGYP000666455352,MGYP000406962343,MGYP000465977567,MGYP000132724241,MGYP000716881074,MGYP000138633218,MGYP000074053413,MGYP000510166727,MGYP000368641677,MGYP000206480733,MGYP000209385808,MGYP000380428714,MGYP000415811124,MGYP000527865064,MGYP000368641440,MGYP000557346490,MGYP000607491372,MGYP003180463112,MGYP000147515671,MGYP000079660994,MGYP000530814956,['CL0136'],[],[],[],"['CL0021', 'CL0021']","['CL0693', 'CL0693']",[],[],[],"['PF01343', 'CL0399']",[],"['CL0110', 'CL0110']",[],['CL0479'],['CL0123'],[],[],[],[],[]
MGYP000079660994,MGYP000147515671,MGYP003180463112,MGYP000607491372,MGYP000557346490,MGYP000368641440,MGYP000527865064,MGYP000415811124,MGYP000380428714,MGYP000209385808,MGYP000206480733,MGYP000368641677,MGYP000510166727,MGYP000074053413,MGYP000138633218,MGYP000716881074,MGYP000132724241,MGYP000465977567,MGYP000406962343,MGYP000666455352,MGYP000530814956,[],[],[],[],[],['CL0123'],['CL0479'],[],"['CL0110', 'CL0110']",[],"['PF01343', 'CL0399']",[],[],[],"['CL0693', 'CL0693']","['CL0021', 'CL0021']",[],[],[],['CL0136']
,MGYP000236328853,MGYP000350925060,MGYP001510263157,MGYP000218230523,MGYP000056048325,MGYP000684148807,MGYP000583881723,MGYP000442336828,MGYP000115037818,MGYP000569138227,MGYP000129765412,MGYP000460024004,MGYP000554378626,MGYP000185832547,MGYP000448225747,MGYP000536734319,MGYP000094377539,MGYP000489507781,MGYP000368712499,MGYP000531123836,[],[],[],[],[],[],['CL0123'],[],[],['PF01343'],[],[],[],[],[],['CL0123'],['PF02086'],[],[],['PF20459']
,MGYP000236328853,MGYP000350925060,MGYP001510263157,MGYP000218230523,MGYP000056048325,MGYP000684148807,MGYP000583881723,MGYP000442336828,MGYP000115037818,MGYP000569138227,MGYP000129765412,MGYP000460024004,MGYP000554378626,MGYP000185832547,MGYP000448225747,MGYP000536734319,MGYP000094377539,MGYP000489507781,MGYP000368712499,MGYP000531123836,[],[],[],[],[],[],['CL0123'],[],[],['PF01343'],[],[],[],[],[],['CL0123'],['PF02086'],[],[],['PF20459']
MGYP000236328853,MGYP000350925060,MGYP001510263157,MGYP000218230523,MGYP000002959287,MGYP000171198075,MGYP000684148807,MGYP000583881723,MGYP000442336828,MGYP000115037818,MGYP000569138227,MGYP000129765412,MGYP000460024004,MGYP000554378626,MGYP000185832547,MGYP000448225747,MGYP000283109955,MGYP000094377539,MGYP000489507781,MGYP000368712499,MGYP000531123836,[],[],[],[],[],[],['CL0123'],[],[],['PF01343'],[],[],[],[],[],['CL0123'],['PF02086'],[],[],['PF20459']
MGYP000706032575,MGYP000508457486,MGYP000210625437,MGYP000505507810,MGYP003134037703,MGYP000505507224,MGYP000060251913,MGYP000069098179,MGYP000207674511,MGYP000125116151,MGYP000552689263,MGYP000007165709,MGYP000508457205,MGYP000490763714,MGYP000016013406,MGYP000638208500,MGYP000101531480,MGYP000446531893,MGYP000189989107,MGYP000520249941,MGYP000532044826,[],[],[],[],[],[],[],['PF01632'],[],[],[],[],[],['PF00166'],[],[],[],['PF00276'],[],[]
MGYP000706032575,MGYP000508457486,MGYP000210625437,MGYP000505507810,MGYP003134037703,MGYP000505507224,MGYP000060251913,MGYP000069098179,MGYP000207674511,MGYP000125116151,MGYP000552689263,MGYP000007165709,MGYP000508457205,MGYP000490763714,MGYP000016013406,MGYP000638208500,MGYP000101531480,MGYP000446531893,MGYP000189989107,MGYP000520249941,MGYP000532044826,[],[],[],[],[],[],[],['PF01632'],[],[],[],[],[],['PF00166'],[],[],[],['PF00276'],[],[]
MGYP000520249941,MGYP000189989107,MGYP000446531893,MGYP000101531480,MGYP000638208500,MGYP000016013406,MGYP000490763714,MGYP000508457205,MGYP000007165709,MGYP000552689263,MGYP000125116151,MGYP000207674511,MGYP000069098179,MGYP000060251913,MGYP000505507224,MGYP003134037703,MGYP000505507810,MGYP000210625437,MGYP000508457486,MGYP000706032575,MGYP000532044826,[],[],['PF00276'],[],[],[],['PF00166'],[],[],[],[],[],['PF01632'],[],[],[],[],[],[],[]
MGYP000520249941,MGYP000189989107,MGYP000446531893,MGYP000101531480,MGYP000638208500,MGYP000016013406,MGYP000490763714,MGYP000508457205,MGYP000007165709,MGYP000552689263,MGYP000125116151,MGYP000207674511,MGYP000069098179,MGYP000060251913,MGYP000505507224,MGYP003134037703,MGYP000505507810,MGYP000210625437,MGYP000508457486,MGYP000706032575,MGYP000532044826,[],[],['PF00276'],[],[],[],['PF00166'],[],[],[],[],[],['PF01632'],[],[],[],[],[],[],[]
MGYP000495402590,MGYP000672328974,MGYP000589767477,MGYP000026553150,MGYP000533735437,MGYP000333221445,MGYP000315532465,MGYP000684129701,MGYP000185778279,MGYP001510596311,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000492620261,MGYP000684132331,MGYP001510621616,MGYP000153699087,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP000651699918,MGYP000026552987,MGYP000684132331,MGYP000492620261,MGYP000162202571,MGYP000566179317,MGYP000132707649,MGYP000032451001,MGYP000471815001,MGYP000403988332,MGYP000221164263,MGYP000185778279,MGYP000684129701,MGYP000315532465,MGYP000333221445,MGYP000533735437,MGYP000026553150,MGYP000589767477,MGYP000613361881,MGYP001517784606,MGYP000533738703,[],[],[],[],[],['CL0116'],[],[],[],[],[],['CL0235'],[],[],[],[],[],[],[],[]
MGYP001508993877,MGYP000613361881,MGYP000589767477,MGYP000026553150,MGYP000533735437,MGYP000333221445,MGYP000315532465,MGYP000684129701,MGYP000185778279,MGYP000221164263,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000492620261,MGYP000684132331,MGYP000026552987,MGYP000651699918,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP001517106011,MGYP000613361881,MGYP000589767477,MGYP000026553150,MGYP000533735437,MGYP000333221445,MGYP000315532465,MGYP000684129701,MGYP000185778279,MGYP000221164263,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000492620261,MGYP000684132331,MGYP000026552987,MGYP000651699918,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP000495402590,MGYP000672328974,MGYP000589767477,MGYP000026553150,MGYP000533735437,MGYP000333221445,MGYP000315532465,MGYP000684129701,MGYP000185778279,MGYP001510596311,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000492620261,MGYP000684132331,MGYP001510621616,MGYP000153699087,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP000651699918,MGYP000026552987,MGYP000684132331,MGYP000492620261,MGYP000162202571,MGYP000566179317,MGYP000132707649,MGYP000032451001,MGYP000471815001,MGYP000403988332,MGYP000221164263,MGYP000185778279,MGYP000684129701,MGYP000315532465,MGYP000333221445,MGYP000533735437,MGYP000026553150,MGYP000589767477,MGYP000613361881,MGYP001517784606,MGYP000533738703,[],[],[],[],[],['CL0116'],[],[],[],[],[],['CL0235'],[],[],[],[],[],[],[],[]
MGYP000651699918,MGYP000026552987,MGYP000684132331,MGYP000492620261,MGYP000162202571,MGYP000566179317,MGYP000132707649,MGYP000032451001,MGYP000471815001,MGYP000403988332,MGYP000221164263,MGYP000185778279,MGYP000684129701,MGYP000315532465,MGYP000333221445,MGYP000533735437,MGYP000026553150,MGYP000589767477,MGYP000613361881,MGYP001517784606,MGYP000533738703,[],[],[],[],[],['CL0116'],[],[],[],[],[],['CL0235'],[],[],[],[],[],[],[],[]
MGYP000651699918,MGYP000026552987,MGYP000684132331,MGYP000492620261,MGYP000162202571,MGYP000566179317,MGYP000132707649,MGYP000032451001,MGYP000471815001,MGYP000403988332,MGYP000221164263,MGYP000185778279,MGYP000684129701,MGYP000315532465,MGYP000333221445,MGYP000533735437,MGYP000026553150,MGYP000589767477,MGYP000613361881,MGYP001517784606,MGYP000533738703,[],[],[],[],[],['CL0116'],[],[],[],[],[],['CL0235'],[],[],[],[],[],[],[],[]
MGYP001508993877,MGYP000613361881,MGYP000589767477,MGYP000026553150,MGYP000533735437,MGYP000333221445,MGYP000315532465,MGYP000684129701,MGYP000185778279,MGYP000221164263,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000492620261,MGYP000684132331,MGYP000026552987,MGYP000651699918,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP000153699087,MGYP001510621616,MGYP000684132331,MGYP000492620261,MGYP000162202571,MGYP000566179317,MGYP000132707649,MGYP000032451001,MGYP000471815001,MGYP000403988332,MGYP001510596311,MGYP000185778279,MGYP000684129701,MGYP000315532465,MGYP000333221445,MGYP000533735437,MGYP000026553150,MGYP000589767477,MGYP000672328974,MGYP000495402590,MGYP000533738703,[],[],[],[],[],['CL0116'],[],[],[],[],[],['CL0235'],[],[],[],[],[],[],[],[]
MGYP001508993877,MGYP000613361881,MGYP000589767477,MGYP000026553150,MGYP000533735437,MGYP000333221445,MGYP000315532465,MGYP000684129701,MGYP000185778279,MGYP000221164263,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000492620261,MGYP000684132331,MGYP000026552987,MGYP000651699918,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP000495402590,MGYP000672328974,MGYP000589767477,MGYP000026553150,MGYP000533735437,MGYP000333221445,MGYP000315532465,MGYP000684129701,MGYP000185778279,MGYP001510596311,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000749005671,MGYP000684132331,MGYP001510621616,MGYP001521523801,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP000651699918,MGYP000026552987,MGYP000684132331,MGYP000492620261,MGYP000162202571,MGYP000566179317,MGYP000132707649,MGYP000032451001,MGYP000471815001,MGYP000403988332,MGYP000221164263,MGYP000185778279,MGYP000684129701,MGYP000315532465,MGYP000333221445,MGYP000533735437,MGYP000026553150,MGYP000589767477,MGYP000613361881,MGYP001517784606,MGYP000533738703,[],[],[],[],[],['CL0116'],[],[],[],[],[],['CL0235'],[],[],[],[],[],[],[],[]
MGYP000177000980,MGYP000672328974,MGYP000589767477,MGYP000026553150,MGYP000533735437,MGYP000333221445,MGYP000315532465,MGYP000684129701,MGYP000185778279,MGYP001510596311,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000684132331,MGYP001510621616,MGYP000153699087,MGYP000666430816,MGYP000156291916,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP000495402590,MGYP000613361881,MGYP000589767477,MGYP000268355807,MGYP000026554099,MGYP000333221445,MGYP003177317826,MGYP000141552158,MGYP000185778279,MGYP000246669208,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000749005671,MGYP000684132331,MGYP000026552987,MGYP000436431732,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP000651699918,MGYP000026552987,MGYP000684132331,MGYP000749005671,MGYP000162202571,MGYP000566179317,MGYP000132707649,MGYP000032451001,MGYP000471815001,MGYP000403988332,MGYP000221164263,MGYP000185778279,MGYP000684129701,MGYP000315532465,MGYP000333221445,MGYP000533735437,MGYP000026553150,MGYP000589767477,MGYP000613361881,MGYP000495402590,MGYP000533738703,[],[],[],[],[],['CL0116'],[],[],[],[],[],['CL0235'],[],[],[],[],[],[],[],[]
MGYP000277208093,MGYP000651699918,MGYP000026552987,MGYP000684132331,MGYP000749005671,MGYP000566179317,MGYP000132707649,MGYP000032451001,MGYP000471815001,MGYP000403988332,MGYP000221164263,MGYP000185778279,MGYP000684129701,MGYP000315532465,MGYP000333221445,MGYP000533735437,MGYP000026553150,MGYP000589767477,MGYP000613361881,MGYP000177000980,MGYP000533738703,[],[],[],[],[],['CL0116'],[],[],[],[],[],['CL0235'],[],[],[],[],[],[],[],[]
MGYP000495402590,MGYP000613361881,MGYP000589767477,MGYP000026553150,MGYP000533735437,MGYP000333221445,MGYP000315532465,MGYP000684129701,MGYP000185778279,MGYP000221164263,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000749005671,MGYP003237774344,MGYP002929297761,MGYP000026552987,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
MGYP000436431732,MGYP000026552987,MGYP000684132331,MGYP000492620261,MGYP000162202571,MGYP000566179317,MGYP000132707649,MGYP000032451001,MGYP000471815001,MGYP000403988332,MGYP000094377024,MGYP000185778279,MGYP000141552158,MGYP000672328750,MGYP000333221445,MGYP000026554099,MGYP000268355807,MGYP000044244217,MGYP000672328974,MGYP001517784606,MGYP000533738703,[],[],[],[],[],['CL0116'],[],[],[],[],[],['CL0235'],[],[],[],[],[],[],[],[]
MGYP001512728475,MGYP000672328974,MGYP000044244217,MGYP000268355807,MGYP000026554099,MGYP000333221445,MGYP000672328750,MGYP000141552158,MGYP000185778279,MGYP000094377024,MGYP000403988332,MGYP000471815001,MGYP000032451001,MGYP000132707649,MGYP000566179317,MGYP000162202571,MGYP000492620261,MGYP000684132331,MGYP000026552987,MGYP000436431732,MGYP000533738703,[],[],[],[],[],[],[],[],['CL0235'],[],[],[],[],[],['CL0116'],[],[],[],[],[]
,,,,,,,,,MGYP000393759837,MGYP000402632073,MGYP000420305847,MGYP000122483741,MGYP000149025928,MGYP000673909912,MGYP000325954384,MGYP000334801797,MGYP000473390665,MGYP000423254048,MGYP000140182928,MGYP000535298561,[],[],[],[],[],[],[],[],[],['CL0123'],[],['PF13539'],"['CL0373', 'PF10983']","['CL0023', 'PF13148']",['PF00476'],[],['PF00692'],"['PF03167', 'CL0219']","['PF02195', 'PF01555']","['PF13479', 'PF13481']"
,,,,,,,,,MGYP000393759837,MGYP000402632073,MGYP000420305847,MGYP000122483741,MGYP000149025928,MGYP000673909912,MGYP000325954384,MGYP000334801797,MGYP000473390665,MGYP000423254048,MGYP000140182928,MGYP000535298561,[],[],[],[],[],[],[],[],[],['CL0123'],[],['PF13539'],"['CL0373', 'PF10983']","['CL0023', 'PF13148']",['PF00476'],[],['PF00692'],"['PF03167', 'CL0219']","['PF02195', 'PF01555']","['PF13479', 'PF13481']"
MGYP000281766186,MGYP000600235773,MGYP000013421886,MGYP000346594579,MGYP002141722801,MGYP000617884789,MGYP000243358754,MGYP000517588802,MGYP000364305566,MGYP000458683395,MGYP000337770864,,,,,,,,,,MGYP000535352787,"['PF05970', 'PF01443']",['PF12705'],['PF01503'],"['CL0023', 'PF13479']",['PF00476'],"['PF02272', 'PF02272']",['PF02026'],[],['PF13385'],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,MGYP001514916544,MGYP000595882759,MGYP000575031929,MGYP000197580786,MGYP000701924909,MGYP000094380176,MGYP000091475159,MGYP000398096533,MGYP000070884179,MGYP000696027805,MGYP000645846226,MGYP000064939351,MGYP000536735259,[],[],[],[],[],[],[],[],[],[],[],[],['CL0109'],"['CL0691', 'CL0691']",[],[],['PF20155'],[],"['CL0202', 'CL0202']",[]
MGYP000365669129,MGYP000318487086,MGYP000663538209,MGYP000572079984,MGYP000806384182,MGYP000159252737,MGYP000412839143,MGYP000130527119,MGYP000675289104,MGYP000554386306,MGYP000575031929,MGYP000197580786,MGYP000695934911,MGYP000094380176,MGYP000091475159,MGYP000398096533,MGYP000315583025,MGYP000070884179,MGYP000303747390,MGYP000645846226,MGYP000536735259,[],['PF07927'],[],[],[],[],[],[],[],[],[],[],[],"['CL0691', 'CL0691']",[],[],[],['PF20155'],[],"['CL0202', 'CL0202']"
MGYP000064939351,MGYP000645846226,MGYP000696027805,MGYP000070884179,MGYP000398096533,MGYP000091475159,MGYP000094380176,MGYP000701924909,MGYP000197580786,MGYP000575031929,MGYP000554386306,MGYP000675289104,MGYP000560285991,MGYP000412839143,MGYP000159252737,MGYP000468985879,MGYP000572079984,MGYP000663538209,MGYP000318487086,MGYP000365669129,MGYP000536735259,[],"['CL0202', 'CL0202']",[],['PF20155'],[],[],"['CL0691', 'CL0691']",['CL0109'],[],[],[],[],[],[],[],[],[],[],['PF07927'],[]
